2013-04-12 16:00:00.006,ZNM3,132.953100,132.968800,697,3493,
2013-04-12 16:00:00.043,ZNM3,132.953100,132.968800,697,3490,
2013-04-12 16:00:00.052,ZNM3,132.953100,132.968800,700,3490,
2013-04-12 16:00:00.072,ZNM3,132.953100,132.968800,699,3490,
2013-04-12 16:00:00.135,ZNM3,132.953100,132.968800,699,3491,
2013-04-12 16:00:00.137,UBM3,163.031200,163.062500,8,113,
2013-04-12 16:00:00.137,ZNM3,132.953100,132.968800,700,3491,
2013-04-12 16:00:00.221,ZNM3,132.953100,132.968800,700,3494,
2013-04-12 16:00:00.446,UBM3,163.031200,163.062500,8,96,
2013-04-12 16:00:00.449,ZNM3,132.953100,132.968800,700,3486,
2013-04-12 16:00:00.451,ZFM3,124.476600,124.484400,1111,1630,
2013-04-12 16:00:00.451,ZNM3,132.953100,132.968800,773,3494,
2013-04-12 16:00:00.453,UBM3,163.031200,163.062500,8,95,
2013-04-12 16:00:00.453,ZBM3,147.437500,147.468800,454,715,
2013-04-12 16:00:00.453,ZFM3,124.476600,124.484400,1111,1606,
2013-04-12 16:00:00.453,ZNM3,132.953100,132.968800,870,3487,
2013-04-12 16:00:00.460,ZFM3,124.476600,124.484400,1131,1601,
2013-04-12 16:00:00.460,ZNM3,132.953100,132.968800,964,3487,
2013-04-12 16:00:00.461,UBM3,163.031200,163.062500,9,95,
2013-04-12 16:00:00.461,ZNM3,132.953100,132.968800,1077,3487,
2013-04-12 16:00:00.467,ZNM3,132.953100,132.968800,1087,3487,
2013-04-12 16:00:00.468,ZNM3,132.953100,132.968800,997,3487,
2013-04-12 16:00:00.469,ZNM3,132.953100,132.968800,993,3487,
2013-04-12 16:00:00.471,ZNM3,132.953100,132.968800,1005,3487,
2013-04-12 16:00:00.475,ZNM3,132.953100,132.968800,768,3487,
2013-04-12 16:00:00.476,ZNM3,132.953100,132.968800,1024,3487,
2013-04-12 16:00:00.530,ZFM3,124.476600,124.484400,1131,1602,
2013-04-12 16:00:00.533,ZBM3,147.437500,147.468800,456,715,
2013-04-12 16:00:00.562,ZNM3,132.953100,132.968800,1016,3487,
2013-04-12 16:00:00.563,UBM3,163.031200,163.062500,10,92,
2013-04-12 16:00:00.563,ZBM3,147.437500,147.468800,456,709,
2013-04-12 16:00:00.565,UBM3,163.031200,163.062500,17,92,
2013-04-12 16:00:00.565,ZBM3,147.437500,147.468800,451,709,
2013-04-12 16:00:00.565,ZNM3,132.953100,132.968800,1013,3487,
2013-04-12 16:00:00.568,UBM3,163.031200,163.062500,21,92,
2013-04-12 16:00:00.568,ZNM3,132.953100,132.968800,1024,3487,
2013-04-12 16:00:00.570,ZBM3,147.437500,147.468800,451,699,
2013-04-12 16:00:00.570,ZNM3,132.953100,132.968800,1027,3487,
2013-04-12 16:00:00.570,ZNM3,132.953100,132.968800,1042,3487,
2013-04-12 16:00:00.573,ZNM3,132.953100,132.968800,1111,3487,
2013-04-12 16:00:00.575,ZFM3,124.476600,124.484400,1131,1588,
2013-04-12 16:00:00.575,ZNM3,132.953100,132.968800,1112,3487,
2013-04-12 16:00:00.636,ZBM3,147.437500,147.468800,456,699,
2013-04-12 16:00:00.872,ZNM3,132.953100,132.968800,1117,3487,
2013-04-12 16:00:00.973,ZNM3,132.953100,132.968800,1117,3484,
2013-04-12 16:00:01.000,ZNM3,132.953100,132.968800,1117,3467,
2013-04-12 16:00:01.305,ZBM3,147.437500,147.468800,456,703,
2013-04-12 16:00:01.310,UBM3,163.031200,163.062500,19,92,
2013-04-12 16:00:01.310,ZNM3,132.953100,132.968800,1113,3467,
2013-04-12 16:00:01.332,UBM3,163.031200,163.062500,19,93,
2013-04-12 16:00:01.332,ZNM3,132.953100,132.968800,1097,3467,
2013-04-12 16:00:01.337,UBM3,163.031200,163.062500,5,96,
2013-04-12 16:00:01.337,ZBM3,147.437500,147.468800,456,715,
2013-04-12 16:00:01.337,ZNM3,132.953100,132.968800,976,3467,
2013-04-12 16:00:01.343,ZNM3,132.953100,132.968800,968,3467,
2013-04-12 16:00:01.344,ZNM3,132.953100,132.968800,952,3467,
2013-04-12 16:00:01.345,ZNM3,132.953100,132.968800,951,3467,
2013-04-12 16:00:01.346,ZNM3,132.953100,132.968800,948,3475,
2013-04-12 16:00:01.347,ZNM3,132.953100,132.968800,936,3475,
2013-04-12 16:00:01.357,ZNM3,132.953100,132.968800,921,3475,
2013-04-12 16:00:01.515,ZTM3,110.257800,110.265600,78180,82156,
2013-04-12 16:00:01.517,ZTM3,110.257800,110.265600,78178,82156,
2013-04-12 16:00:01.518,ZTM3,110.257800,110.265600,78177,82156,
2013-04-12 16:00:01.581,UBM3,163.031200,163.062500,4,96,
2013-04-12 16:00:01.755,ZNM3,132.953100,132.968800,922,3475,
2013-04-12 16:00:01.767,ZNM3,132.953100,132.968800,1013,3475,
2013-04-12 16:00:01.877,UBM3,163.031200,163.062500,3,96,
2013-04-12 16:00:01.877,ZBM3,147.437500,147.468800,437,721,
